body,link
" ,به گزارش ""ورزش سه""، در حالیکه همگان منتظر پیوستن لوکاکو به چلسی بودند، این مهاجم بلژیکی اذعان داشت که از یک ماه قبل می دانست که قصد بعدی او اولدترافورد است., ,لوکاکو گفت: ""حضور مورینیو عامل مهمی برای پیوستن من به یونایتد بود زیرا من همیشه علاقه داششتم در صورت امکان زیر نظر او بازی کنم., ,البته زمانی که من 20 ساله بودم این شانس را داشتم که زیر نظر مورینیو بازی کنم اما به هر حال اتفاقات در آن مقطع مطابق میل من پیش نرفت اما ما آن روزها را پشت سر گذاشتیم., ,حالا ما رابطه بسیار خوبی با هم داریم و مورینیو می داند که من حاضرم برای او خودم را به یک دیوار آجری بکوبم., , , , ,حالا من دوباره بسیار خوشحالم که قرار است زیر نظر او کار کنم. می خواهیم در کنار بازیکنان بزرگ و البته شخصیت های بزرگ رختکن برای فتح عناوین تلاش کنیم و این موضوع به پیشرفت من کمک خواهد کرد."", ,یک ماه پیش در مصاحبه ای لوماکو اعلام کرد که از مقصد آینده اش خبر دارد. لوکاکو در این خصوص گفت: ""بله از یک یا یک سال و نیم پیش از علاقه یونایتد خبر داشتم. بارها با مورینیو صحبت کرده ام و از انتظارات او خبر دارم. رویای من، تلاش برای فتح عناوین و حضور به عنوان بخش مهمی از بزرگترین باشگاه جهان است., ,از داشتن شانس بازی در چنین باشگاهی بسیار خوشحالم و هر روز تلاش می کنم یونایتد به روزهای باشکوه گذشته بازگردد.""",http://www.varzesh3.com/news/1426733/لوکاکو-برای-مورینیو-خودم-را-به-دیوار-می-کوبم
"وبسایت رسمی برنامه نود - انتظار می رود دوناروما قرارداد خود با میلان را امروز تمدید کند,به گزارش وبسایت نود، دروازه بان 18 ساله میلان که ابتدا پیشنهاد تمدید قرارداد میلان را رد کرده بود احتمالا قراردادی جدید را با این تیم امضا خواهد کرد و به عنوان بخشی از این قرارداد برادر او نیز به میلان خواهد پیوست. برادر بزرگتر او، آنتونیو امروز تست های پزشکی را پشت سر گذاشته است و احتمال می رود جیانلوئیجی دوناروما  نیز قرارداد خود را با این تیم تمدید کند.,بر اساس گزارش نشریه , بند بازخرید دوناروما 70 میلیون یورو خواهد بود. به نظر می رسد این رقم توافقی بوده است، میلان خواستار قرار دادن رقم 100 میلیون یورو به عنوان بند باز خرید بوده است اما رایولا به دلیل عدم صعود روسونری به لیگ قهرمانان اروپا 50 میلیون یورو را در نظر داشته است. با این وجود به نظر می رسد اگر روسونری به مسابقات اروپایی راه یابد بند بازخرید دوناروما نیز افزایش خواهد یافت.,1899",http://90tv.ir/news/404953/%d8%a7%d9%86%d8%aa%d8%b8%d8%a7%d8%b1-%d9%85%db%8c-%d8%b1%d9%88%d8%af-%d8%af%d9%88%d9%86%d8%a7%d8%b1%d9%88%d9%85%d8%a7-%d9%82%d8%b1%d8%a7%d8%b1%d8%af%d8%a7%d8%af-%d8%ae%d9%88%d8%af-%d8%a8%d8%a7-%d9%85%db%8c%d9%84%d8%a7%d9%86-%d8%b1%d8%a7-%d8%a7%d9%85%d8%b1%d9%88%d8%b2-%d8%aa%d9%85%d8%af%db%8c%d8%af-%da%a9%d9%86%d8%af
"وبسایت رسمی برنامه نود - سرمربی پرتغالی منچستریونایتد از جذب مهاجم بلژیکی اورتون ابراز خوشحالی کرد.,به گزارش وبسایت نود، ژوزه مورینیو که سابقه همکاری با روملو لوکاکو در چلسی را دارد پس از پیوستن این بازیکن به منچستریونایتد عنوان کرده که او بازیکنی مناسب برای این باشگاه است.,مورینیو به , گفته:,۲۰۳۱",http://90tv.ir/news/404818/%d9%85%d9%88%d8%b1%db%8c%d9%86%db%8c%d9%88-%d9%84%d9%88%da%a9%d8%a7%da%a9%d9%88-%da%a9%d8%a7%d9%85%d9%84%d8%a7-%d9%85%d9%86%d8%a7%d8%b3%d8%a8-%d9%85%d9%86%da%86%d8%b3%d8%aa%d8%b1%db%8c%d9%88%d9%86%d8%a7%db%8c%d8%aa%d8%af-%d8%a7%d8%b3%d8%aa
"وبسایت رسمی برنامه نود - سرمربی سابق چلسی معتقد است کار کونته در فصل آتی خیلی سخت‌تر خواهد بود.,به گزارش وب‌سایت نود، کونته فصل گذشته موفق شد با عملکردی درخشان در چلسی این تیم را به قهرمانی در لیگ جزیره برساند. با این حال، کارلو آنلچوتی، مربی سابق آبی‌های لندن که حالا هدایت بایرن مونیخ را برعهده دارد معتقد است هموطنش در فصل پیش رو کار سخت‌تری پیش روی خود خواهد داشت. وی به کوریره دلو اسپورت گفت:,این درحالی است که آنچلوتی نیز فصل اول حضورش در چلسی با این تیم موفق به کسب دوگانه داخلی شد ولی پس از کسب جایگاه دوم در فصل بعد و البته حذف در یک چهارم نهایی لیگ قهرمانان اروپا، از کار برکنار شد.,1405",http://90tv.ir/news/404815/%d8%a2%d9%86%da%86%d9%84%d9%88%d8%aa%db%8c-%da%a9%d8%a7%d8%b1-%da%a9%d9%88%d9%86%d8%aa%d9%87-%d8%af%d8%b1-%d9%81%d8%b5%d9%84-%d8%af%d9%88%d9%85-%d8%a8%d8%b3%db%8c%d8%a7%d8%b1-%d8%b3%d8%ae%d8%aa%d8%aa%d8%b1-%d8%ae%d9%88%d8%a7%d9%87%d8%af-%d8%a8%d9%88%d8%af
"وبسایت رسمی برنامه نود - رونی درباره لزوم بازی کردنش صحبت کرده است.,به گزارش وبسایت نود، وین رونی امروز دوشنبه در کنفرانس خبری رسماً به عنوان بازیکن جدید اورتون معرفی شد، او وارث پیراهن شماره 10 لوکاکو شد. رونی که اولین جلسه تمرینی با هم تیمی های جدیدش را هم انجام داد، درباره بازگشتش به گودیسون پارک چنین گفت:,1878",http://90tv.ir/news/404820/%d9%88%db%8c%d9%86-%d8%b1%d9%88%d9%86%db%8c-%d8%a8%d8%a7%db%8c%d8%af-%d9%85%d9%86%da%86%d8%b3%d8%aa%d8%b1%db%8c%d9%88%d9%86%d8%a7%db%8c%d8%aa%d8%af-%d8%b1%d8%a7-%d8%aa%d8%b1%da%a9-%d9%85%db%8c-%da%a9%d8%b1%d8%af%d9%85
"وبسایت رسمی برنامه نود - پس از مدت‌ها کش و قوس اینتر هافبک میانی فیورنتینا را به خدمت گرفت.,به گزارش وب‌سایت نود، باشگاه فیورنتینا به طور رسمی پیوستن بورخا والرو به اینتر را تایید کرده است. این بازیکن اسپانیایی به کمپ تمرینی اینتر خواهد رفت تا در تست پزشکی این تیم شرکت کند.,انتظار می‌رود این قرارداد ارزشی به مبلغ 5.5 میلیون یورو و 1.5 میلیون یورو پاداش داشته باشد. این درحالی است که این بازیکن پیش از این ادعا کرده بود فیورنتینا وی را مجبور به رفتن از این باشگاه کرده است.,1405",http://90tv.ir/news/404823/%d8%b1%d8%b3%d9%85%db%8c%d8%9b-%d8%a8%d9%88%d8%b1%d8%ae%d8%a7-%d9%88%d8%a7%d9%84%d8%b1%d9%88-%d8%a8%d9%87-%d8%a7%db%8c%d9%86%d8%aa%d8%b1-%d9%be%db%8c%d9%88%d8%b3%d8%aa
"وبسایت رسمی برنامه نود - دیگو کاستا راهی برای بازگشت به چلسی ندارد.,به گزارش وبسایت نود، منابع معتبر بریتانیایی در آخرین گزارش خود نوشته اند که احتمال تغییر نظر کونته درباره کاستا وجود ندارد و تمام راه های بازگشت این بازیکن به ترکیب آبی های لندن بسته شده و به همین علت هم باشگاه چلسی به کاستا اجازه داده تا فعلاً به تمرینات تیم ملحق شود. کاستا فاش کرد که در پایان فصل قبل، کونته به وی گفته؛ برای فصل بعد به دنبال تیم دیگری برای خود باشد.,نظر کونته نسبت به آن زمان تغییری نکرده است و او همچنان خواستار جدایی کاستا و جذب مهاجم دیگری است. در عین حال کاستا هم شرایط خیلی خوبی را تجربه نمی کند، او اگرچه به شدت خواهان بازگشت به اتلتیکو است ولی در صورت انتقال به مادرید، تا ژانویه نمی تواند به میدان برود. البته دو باشگاه هنوز هم برای انتتقال کاستا به توافق نرسیده اند و پیشنهاد 26 میلیون پوندی تیم مادریدی، تفاوت زیادی با ارزش کاستا نزد چلسی دارد.,گزینه اول کونته برای جانشینی کاستا، لوکاکو بود که این بازیکن از دست رفت و حالا تمام تمرکز چلسی روی جذب موراتا است که فصل پیش هم مورد توجه کونته قرار داشت، البته رئال مادرید در فروش وی خیلی مصمم نیست، چرا که نیازی به فروش موراتا ندارد. آن ها روی موراتا حدود 90 میلیون یورو قیمت گذاشته اند.,1878",http://90tv.ir/news/404845/%d8%b1%d8%a7%d9%87-%d8%a8%d8%a7%d8%b2%da%af%d8%b4%d8%aa-%da%a9%d8%a7%d8%b3%d8%aa%d8%a7-%d8%a8%d8%b3%d8%aa%d9%87-%d8%b4%d8%af%d8%9b-%d9%85%d9%88%d8%b1%d8%a7%d8%aa%d8%a7-%da%af%d8%b2%db%8c%d9%86%d9%87-%d8%a7%d9%88%d9%84-%da%86%d9%84%d8%b3%db%8c-%d8%a8%d8%b1%d8%a7%db%8c-%d8%ac%d8%a7%db%8c%da%af%d8%b2%db%8c%d9%86%db%8c-%da%a9%d8%a7%d8%b3%d8%aa%d8%a7
"وبسایت رسمی برنامه نود - داگلاس کاستا می تواند کم کم خود را بازیکن یوونتوس فرض کند.,به گزارش وبسایت نود، مذاکرات طولانی مدت یوونتوس و بایرن مونیخ برای انتقال داگلاس کاستا در آستانه به نتیجه رسیدن است. چند هفته قبل مذاکرات باشگاه در لحظات آخر بهم خورد ولی با شروع مذاکرات جدید دو طرف توانستند روی مبلغ و نحوه انتقال به توافقات جدید دست یابند. گفته می شود کاستا با انتقال قرضی 1 ساله به یوونتوس می پیوندد و باشگاه ایتالیایی باید 6 میلیون یورو بابت این انتقال قرضی پرداخت کند. از سویی دیگر در قرارداد کاستا بند خرید اجباری 40 میلیون یورویی وجود خواهد داشت و در مجموع رقم انتقال این بازیکن به 46 میلیون یورو می رسد.,گفته می شود بایرن مونیخ برای جایگزینی کاستا در حال مذاکره با خامس رودریگز هافبک کلمبیایی رئال مادرید است و بعید نیست این بازیکن در روزهای آتی به قهرمان بوندس لیگا بپیوندد., ,7899",http://90tv.ir/news/404843/%d8%ba%db%8c%d8%b1-%d8%b1%d8%b3%d9%85%db%8c%d8%9b-%d8%af%d8%a7%da%af%d9%84%d8%a7%d8%b3-%da%a9%d8%a7%d8%b3%d8%aa%d8%a7-%d8%a8%d9%87-%db%8c%d9%88%d9%88%d9%86%d8%aa%d9%88%d8%b3-%d9%be%db%8c%d9%88%d8%b3%d8%aa
"وبسایت رسمی برنامه نود - لوکاکو شماره 9 منچستریونایتد را بر تن خواهد کرد.,به گزارش وبسایت نود، روملو لوکاکو روز دوشنبه رسماً به عنوان بازیکن جدید یونایتد معرفی شد، خرید گرانقیمت شیاطین سرخ، در حالی که در اورتون پیراهن شماره 10 را به تن می کرد، حالا در یونایتد پیراهن شماره 9 را می پوشد، لوکاکو در مورد انتخاب پیراهنش چنین گفته است:,پیش تر شماره 9 منچستریونایتد، متعلق به مارسیال، فالکائو، برباتوف، لوئیز ساها و اندی کول بود.,1878",http://90tv.ir/news/404822/%d9%84%d9%88%da%a9%d8%a7%da%a9%d9%88-%d8%a8%d8%a7-%d8%a7%d8%ac%d8%a7%d8%b2%d9%87-%d8%b2%d9%84%d8%a7%d8%aa%d8%a7%d9%86-%d8%b4%d9%85%d8%a7%d8%b1%d9%87-9-%d8%b1%d8%a7-%d8%af%d8%b1-%d9%85%d9%86%da%86%d8%b3%d8%aa%d8%b1%db%8c%d9%88%d9%86%d8%a7%db%8c%d8%aa%d8%af-%d9%85%db%8c-%d9%be%d9%88%d8%b4%d9%85
"وبسایت رسمی برنامه نود - متس هوملز با اعلام اینکه شناخت کافی از کورنتین تولیسو ندارد اعلام کرد بایرن مونیخ قطعا در فصل آینده با ترکیبی قدرتمند تر به میدان می رود.,به گزارش وبسایت نود، مدافع سابق دورتموند که فصل گذشته به بایرن پیوست از خریدهای جدید بایرن مونیخ ابراز رضایت و خوشحالی کرد. کورنتین تولیسو و نبری به بایرن پیوسته اند و در کنار آن ها نیکلاس سوله و سباستین رودی که طبق توافقات صورت گرفته از ماه ژانویه مشخص بود به بایرن می پیوندند باعث شده است که هوملز از ترکیب باواریایی ها ابراز خوشحالی کند. با این وجود هوملز همچنین ابراز امیدواری کرد در صورتی که مسئولین بایرن گزینه مناسبی در بازار نقل و انتقالات در اختیار داشته باشند بازیکن دیگری نیز به این تیم اضافه شود تا این تیم با سطحی بالاتر به مسابقات قدم بگذارد. همچنین داگلاس کاستا به احتمال فرائان راهی یووه خواهد شد و فیلیپ لام و ژابی آلونسو نیز از این تیم خداحافظی کردند اما هوملز اعتقاد دارد بایرن قطعا پیشرفت خوبی نسبت به فصل گذشته خواهد داشت. او پس از دیدار دوستانه ای که با حساب 9-1 بایرن به پیروزی رسید گفت:,1899",http://90tv.ir/news/404838/%d9%87%d9%88%d9%85%d9%84%d8%b2-%d9%85%d8%b7%d9%85%d8%a6%d9%86%d8%a7-%d8%a8%d8%a7%db%8c%d8%b1%d9%86-%d9%85%d9%88%d9%86%db%8c%d8%ae-%d9%86%d8%b3%d8%a8%d8%aa-%d8%a8%d9%87-%d9%81%d8%b5%d9%84-%d9%82%d8%a8%d9%84-%d9%82%d8%af%d8%b1%d8%aa%d9%85%d9%86%d8%af-%d8%aa%d8%b1-%d8%b4%d8%af%d9%87-%d8%a7%d8%b3%d8%aa
"وبسایت رسمی برنامه نود - باکایوکو فاصله زیادی با پیوستن به چلسی ندارد.,به گزارش وبسایت نود، اسکای در جدیدترین گزارش خود مدعی شده است باکایوکو ستاره فرانسوی موناکو این هفته در تست پزشکی چلسی شرکت می کند و انتظار می رود هفته آینده همراه سایر بازیکنان چلسی در تور پیش فصل راهی خاور دور شود.,در گزارش اسکای آمده است که دلیل تاخیر انتقال باکایوکو به چلسی، مشکل مصدومیت وی بود. باکایوکو اواخر فصل گذشته دچار مصدومیت از ناحیه زانو شد و همین موضوع موجب شد تست پزشکی وی در چلسی به تاخیر بیفتد ولی حالا انتظار می رود تست پزشکی وی این هفته انجام شود.,رقم انتقال باکایوکو بین 35 تا 40 میلیون پوند برآورد می شود. با حضور باکایوکو، جدایی ماتیچ تقریباً قطعی به نظر می رسد، این در حالی است که منچستریونایتد جدی ترین مشتری این هافبک صرب است ولی شاید آبی های لندن راضی به فروش ماتیچ به یونایتد نشوند.,1878",http://90tv.ir/news/404841/%d8%a7%d8%b3%da%a9%d8%a7%db%8c%d8%9b-%d8%a8%d8%a7%da%a9%d8%a7%db%8c%d9%88%da%a9%d9%88-%d8%a7%db%8c%d9%86-%d9%87%d9%81%d8%aa%d9%87-%d8%af%d8%b1-%d8%aa%d8%b3%d8%aa-%d9%be%d8%b2%d8%b4%da%a9%db%8c-%da%86%d9%84%d8%b3%db%8c-%d8%b4%d8%b1%da%a9%d8%aa-%d9%85%db%8c%da%a9%d9%86%d8%af
"وبسایت رسمی برنامه نود - سرانجام ژوزه مورینیو به هدف خود رسید و وین رونی اسطوره باشگاه را پس از سال ها درخشش و افتخار آفرینی به اورتون پس فرستاد.,به گزارش وبسایت نود، باشگاه اورتون پس از فروش جنجالی روملو لوکاکو به منچستر یونایتد، علاوه بر دریافت یک مبلغ کلان، توانست وین رونی را نیز به خدمت بگیرد. لوکاکو در شرایطی به اولدترافورد قدم گذاشت که بسیاری از رسانه ها، احتمال حضور این مهاجم بلژیکی در چلسی را بیشتر می دانستند اما مینو رایولا مدیر برنامه لوکاکو، همه چیز را تغییر داد. به گفته برخی منابع، از آن جایی که انتقال لوکاکو به منچستر یونایتد از لحاظ مالی، منفعت بیشتری برای این دلال مشهور دنیای فوتبال داشت، سرانجام لوکاکو به حضور در اولدترافورد به جای بازگشت به استمفورد بریج متقاعد گردید. البته برخی از منابع انگلیسی مدعی شدند که لوکاکو علاقه بیشتری برای بازگشت به چلسی داشت ولی پافشاری مینو رایولا مدیر برنامه او تأثیرگذار بود. همچنین تلاش های پل پوگبا نیز که در تعطیلات، با لوکاکو به آمریکا سفر کرده، مؤثر واقع شد. به هر حال، لوکاکو پس از امضای قرارداد، منچستر یونایتد را بزرگ ترین باشگاه دنیا نامید.,خرید روملو لوکاکو بهترین بهانه برای جدایی وین رونی از اولدترافورد و بازگشت به اورتون بود. رونی که طی سال ها حضور در منچستر یونایتد، به جام های مختلفی دست یافت و با 253 گل، عنوان بهترین گلزن تاریخ باشگاه را از سر بابی چارلتون گرفت، دوباره پیراهن اورتون را خواهید پوشید، همان پیراهنی که با آن در 16 سالگی به عنوان یک پدیده بزرگ مطرح شد. سر الکس فرگوسن در بهترین زمان ممکن، رونی 16 ساله را در سال 2002 به ازای 27 میلیون پوند به خدمت گرفت. رونی طی 13 سال بازی برای منچستر یونایتد، به 5 عنوان قهرمانی لیگ برتر، 3 قهرمانی در جام اتحادیه، یک قهرمانی در لیگ قهرمانان، لیگ اروپا، جام جهانی باشگاه ها و جام حذفی دست یافت. همچنین وین رونی دو بار به عنوان بازیکن جوان برتر فصل لیگ برتر و یک بار نیز به عنوان مرد سال اتحادیه فوتبال نویس های انگلستان انتخاب شد.,طی دوران حضور رونی در منچستر، شایعات جدایی وی در سه زمان مختلف به گوش می رسید. او در اکتبر 2010 از رویکرد باشگاه یونایتد نسبت به آینده انتقاد کرد و زمزمه های مبنی بر جدایی اش از اولدترافورد را قوت بخشید. وقتی در فوریه 2011 ساز جدایی را کوک کرد، بخشی از هواداران منچستر یونایتد دل آزرده شدند. حتی شایعه جدایی رونی به حدی رسیده بود که برخی از هواداران به او اهانت کرده و او پس از تمدید قرارداد، مجبور به عذرخواهی از سر الکس فرگوسن و هم تیمی های خود شد. بعد از تمدید، دستمزد رونی به 180 هزار پوند در هفته افزایش یافت و او به تدریج روابط خود با هواداران باشگاه را بهبود بخشید. جدایی فرگوسن در می 2013 یک بار دیگر موقعیت رونی را در اولدترافورد به خطر انداخت و شایعاتی مبنی بر درگیری های پیدا و پنهان بین او و دیوید مویس مربی جدید منچستر یونایتد به گوش ها رسید. در فوریه بعد، دستمزد پایه رونی به 250 هزار پوند در هفته افزایش یافت. بنا به ادعای guardian، حتی دیوید مویس در یک ملاقات خصوصی، مانع انتقال وین رونی به چلسی شد.,افت فاحش وین رونی در دوران مربیگری لوئیس فان خال و سپس ژوزه مورینیو با شدت بیشتری محسوس بود. تغییر پُست، وجود تاکتیک های متفاوت و غالباً تدافعی و همچنین افزایش سن وین رونی از عمده دلایل این افت محسوب می شود. هیچ گاه رونی در سیستم محافظه کارانه و کسالت آور فان خال به جایی نرسید و مورینیو نیز علاقه چندانی به او نداشت. روابط سرد مورینیو و رونی به حدی بود که شایعات جدایی وی از منچستر یونایتد در ژانویه گذشته به گوش می رسید اما این اتفاق پس از چند ماه تأخیر بالاخره رخ داد. مورینیو در بدو حضور در یونایتد، مدعی شد که رونی را به خط هافبک (یار شماره 6) باز نخواهد گردانید بلکه از او به عنوان مهاجم تمام کننده استفاده می کند. رونی طی 7 بازی نخست فقط یک گل به ثمر رساند و در دیدار با لستر سیتی در سپتامبر 2016، روی نیمکت نشست. از همان روز، تابوی نیمکت نشینی رونی شکسته شد و او نه تنها از برنامه ژوزه مورینیو بلکه از تیم ملی انگلیس نیز کنار رفت.,بر اساس آمار و ارقام پُر واضح است که وین رونی پس از جدایی فرگوسن چه از لحاظ فنی و چه در امر گلزنی دچار روند نزولی شد. او در فصل 14-2013 توانست 17 گل را به ثمر برساند اما تعداد گل های رونی در سه فصل بعد، به ترتیب 12،8 و 5 بود.   ژوزه مورینیو پس از جدایی وین رونی، ضمن تقدیر از کاپیتان سابق تیمش عنوان کرد که نیمکت نشینی های پیاپی برای بازیکن بزرگی همچون رونی چندان جالب نیست. البته مسائل حاشیه ای نیز در ایجاد جو منفی علیه وین رونی بی تأثیر نبود. انتشار تصاویر او در حالت نامتعادل در زمستان گذشته و هم زمان با اردوی تیم ملی انگلیس یکی از عوامل دلسردی گرت ساوت گیت از کاپیتان تیمش شد. چندی پیش نیز یکی از روزنامه های انگلیس فاش ساخت که رونی در یک شرط بندی، مبلغ کلانی را از دست داده است.,وین رونی مردی از بندر لیورپول بود که اسطوره منچستر یونایتد شد. برخی از هوداران افراطی منچستر یونایتد که اسیر درگیری تاریخی و رقابت همیشگی بین دو شهر منچستر و لیورپول هستند، هیچ گاه دوست نداشتند که اسطوره تیم محبوب شهرشان، یک لیورپولی باشد. حال به نظر می رسد که اورتون تحت هدایت رونالد کومان و سرمایه فرهاد مشیری به پیش می تازد تا تبدیل به همان تیم قدرتمند دهه 1980 شود. تافی ها علاوه بر وین رونی، چند ستاره مطرح دیگر همچون داوی کلایسن، مایکل کین، جوردن پیکفورد و ساندرو رامیرز را خریداری کرده اند. وین رونی قابلیت بازی در خط حمله و یا پشت مهاجم را دارد. اورتون با خریدهای جدید و البته چند ستاره جوان و رو به رشد مانند آدمولا لوکمن، تام دیویس، روس بارکلی و یانیک بولاسی از قدرت زیادی در خطوط هافبک و حمله برخوردار است. حال باید دید که آیا وین رونی در خط هافبک به عنوان بازیساز به بازی گرفته خواهد شد یا به خط حمله اورتون می رود؟ شاید هم نقش «یار شماره 10» به رونی سپرده شود همان طور که پیراهن شماره 10 اورتون به وی تعلق گرفت که در این صورت، شاهد رقابت جالبی بین رونی و بارکلی خواهیم بود.,پس از فیل نویل، تیم هاوارد، تام کلِوِرلی و مورگان اشنایدرلین، اکنون نوبت به وین رونی رسیده که از اولدترافورد راهی گودیسون پارک شود تا سال های پایانی فوتبال خود را با پیراهن آبی اورتون سپری کند. اما روملو لوکاکو دقیقاً مسیر عکس را پیمود و پس از چند سال باشکوه در اورتون، تصمیم به حضور در منچستر یونایتد گرفت. شیاطین سرخ برای خرید لوکاکو، 75 میلیون پوند هزینه کرده و یک بند 15 میلیون پوندی اضافه نیز در قرارداد این ستاره بلژیکی گنجاندند. لوکاکو طی 5 فصل گذشته لیگ برتر، مجموعاً 85 گل به ثمر رساند. (سرخیو آگوئرو 99 گل طی 5 فصل گذشته لیگ برتر),به نظر می رسد که لوکاکو به عنوان گزینه نخست خط حمله منچستر یونایتد و در پُست «یار شماره 9» یا مهاجم هدف به کار گرفته شود یعنی همان پُستی که زلاتان ابراهیموویچ در فصل گذشته  بازی می کرد. در این صورت، وضعیت مارکوس رشفورد در خط حمله نامشخص بوده و دو گزینه پیش روی وی قرار خواهد گرفت؛ نیمکت نشینی یا ایفای نقش وینگر یا بازی در پشت سر لوکاکو مورینیو به سرعت و قدرت در خط حمله نیاز مبرم دارد و رشفوردِ جوان نیز نه تنها یک بازیکن سرعتی بوده بلکه از قدرت بدنی بالایی برخوردار است. رشفورد در اغلب بازی ها برای تیم آکادمی باشگاه منچستر یونایتد، نقش یار شماره 10 را ایفا می کرد در حالی که هنوز هم پُست اصلی وی را مهاجم نوک می دانند. چه بسا مورینیو برای فصل آینده، از رشفورد به عنوان یار پشت سر لوکاکو استفاده نماید.,با انتقال روملو لوکاکو به اولدترافورد، بخشی از نگرانی های ژوزه مورینیو در بازار نقل و انتقالات تابستانی کاسته شد. او هفته گذشته از نگرانی هواداران پس از عدم انتقال آلوارو موراتا و نمانیا ماتیچ به منچستر یونایتد گفته بود و از فهوای کلام آقای خاص، برخی به این نکته پی بردند که احتمالاً اختلافاتی بین او و اد وودوارد مدیر اجرایی باشگاه وجود دارد. پُست یار شماره 10 (هافبک بازیساز) بین هنریک مخیتاریان، خوان ماتا و شاید جسی لینگارد دست به دست شود. گزینه نخست مورینیو برای اضافه شدن به خط هافبک، کسی نیست جز اریک دایر بازیکن ملی پوش تاتنهام که مطمئناً قیمت بالایی خواهد داشت. نمانیا ماتیچ هافبک چلسی نیز مورد علاقه مورینیو بوده اما با انتقال لوکاکو به منچستر یونایتد، احتمالاً باشگاه چلسی در مسیر انتقال ماتیچ به اولدترافورد سنگ اندازی خواهد کرد. یونایتد به خرید یک هافبک تخریبی، یک مهاجم درجه یک دیگر و احتمالاً یک مدافع کناری احتیاج دارد. مورینیو با چند خرید نجومی دیگر و هزینه 251 میلیون پوندی طی یک سال، دیگر بهانه ای برای ناکامی نخواهد داشت.,4464",http://90tv.ir/news/404831/%d9%be%d8%a7%db%8c%d8%a7%d9%86-%d8%b9%d8%b5%d8%b1-%d8%b7%d9%84%d8%a7%db%8c%db%8c-%d8%b1%d9%88%d9%86%db%8c-%d8%af%d8%b1-%d9%85%d9%86%da%86%d8%b3%d8%aa%d8%b1-%db%8c%d9%88%d9%86%d8%a7%db%8c%d8%aa%d8%af%d8%9b-%d9%84%d9%88%da%a9%d8%a7%da%a9%d9%88-%da%af%d8%b2%db%8c%d9%86%d9%87-%d9%85%d9%86%d8%a7%d8%b3%d8%a8%d8%9f
